Id,Age,Genre,Education,Pays,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
404,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,27,-0.69509,-0.31776,-0.60633,-1.25773,11.46% ,13.21% ,5,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,
405,18-24,Male,Université,UK,Blanc,23,0.63779,-0.31776,-0.76096,-0.40581,14.64% ,11.19% ,5,0,0,2,5,5,5,0,0,0,0,0,0,0,0,0,6,0,0,
406,45-54,Male,À quitté l'école à 17 ans,UK,Blanc,0.91093,-0.15487,-0.17779,-0.15487,0.25953,10.34% ,11.62% ,3,1,1,1,6,6,6,2,0,0,0,0,0,1,0,1,6,0,1,
407,18-24,Female,À quitté l'école avant 16 ans,UK,Blanc,0.13606,1.58487,1.88511,1.28610,-0.00665,7.85% ,11.19% ,5,3,2,3,6,5,6,0,0,3,0,0,4,0,0,3,6,0,0,
408,45-54,Female,Université,UK,Blanc,1.83990,-0.94779,1.65653,-0.01729,-0.40581,13.63% ,13.21% ,3,1,0,0,6,6,6,1,0,2,0,0,3,0,0,1,6,0,0,
409,35-44,Male,À quitté l'école à 17 ans,UK,Autre ,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,18.83% ,11.62% ,6,1,1,2,6,6,2,1,1,2,0,0,0,1,0,1,6,0,0,
410,25-34,Male,Université,UK,Blanc,-0.67825,0.16767,0.58331,0.13136,-0.27607,13.63% ,4.62% ,3,1,1,1,6,6,6,1,0,1,0,2,2,1,6,1,6,0,1,
411,35-44,Female,Certificat ou diplome professionel,USA,Blanc,22,0.80523,0.72330,0.28783,0.58489,18.83% ,13.21% ,1,1,0,2,6,6,6,1,0,0,0,0,0,0,3,0,6,0,0,
412,45-54,Male,À quitté l'école à 18 ans,UK,Blanc,1.02119,30,0.44585,0.94156,31,10.34% ,13.21% ,5,2,0,3,6,6,6,1,0,2,1,2,2,1,6,2,2,0,1,
413,35-44,Female,Collège ou université aucun certificat ou diplome,Autre,Blanc,-0.46725,29,0.29338,0.13136,29,18.83% ,8.97% ,3,0,0,1,3,1,6,1,1,1,0,0,0,1,0,1,1,0,0,
414,25-34,Female,Université,UK,Blanc,0.13606,1.11406,-0.97631,0.43852,-0.27607,16.29% ,11.19% ,6,0,0,0,3,2,6,2,0,2,0,0,0,0,0,0,2,0,0,
415,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.04257,-0.15487,0.72330,0.13136,-0.40581,18.83% ,11.83% ,5,2,2,2,6,6,5,3,0,2,0,2,2,2,0,2,6,0,0,
416,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,20,0.32197,-1.11902,-0.15487,-0.65253,13.63% ,11.83% ,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,
417,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,-0.58016,-1.09207,-0.58331,29,2.63199,18.83% ,11.19% ,6,3,3,0,6,6,6,3,0,3,0,5,4,3,0,3,5,0,0,
418,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.05188,-0.69509,0.29338,28,-1.25773,13.63% ,11.19% ,5,0,3,3,6,6,5,5,0,3,0,4,3,0,0,2,6,0,0,
419,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,28,0.96248,0.14143,-1.07533,-0.65253,7.85% ,5.46% ,5,2,2,0,5,2,4,2,2,2,0,0,0,2,0,2,2,0,2,
420,25-34,Female,Doctorat,UK,Blanc,0.31287,0.00332,1.06238,-0.45321,0.41594,18.83% ,11.83% ,6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,2,0,0,0,
421,25-34,Male,Université,UK,Blanc,0.62967,0.16767,-0.17779,-0.30172,0.12331,13.63% ,11.19% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
422,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,0.31287,0.80523,-0.01928,-0.91699,1.13407,11.46% ,11.19% ,4,3,0,0,6,6,4,0,0,3,0,3,0,0,0,0,5,0,0,
423,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.31287,27,36,-0.30172,-0.40581,11.46% ,8.97% ,5,2,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0,
424,35-44,Male,Certificat ou diplome professionel,UK,Blanc,28,-0.15487,-0.01928,1.81866,-0.65253,18.83% ,7.00% ,4,1,1,3,6,6,6,1,0,1,0,0,2,1,1,1,6,0,1,
425,35-44,Female,Université,UK,Mixed-Blanc/Asiatique ,26,0.80523,-0.71727,1.28610,0.93949,18.83% ,8.97% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
426,45-54,Female,Doctorat,USA,Blanc,0.52135,0.00332,1.65653,0.94156,-0.00665,7.85% ,13.21% ,3,1,1,1,6,6,6,1,1,2,1,0,2,2,1,2,1,0,1,
427,35-44,Male,Université,UK,Blanc,-0.34799,-0.30033,0.14143,-0.30172,29,18.83% ,8.97% ,6,2,3,0,6,5,5,1,0,3,0,0,3,1,0,2,5,0,0,
428,45-54,Male,À quitté l'école à 16 ans,UK,Blanc,0.22393,0.00332,-0.31776,-0.15487,-0.00665,11.46% ,11.83% ,5,1,0,3,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,
429,35-44,Male,Université,Autre,Blanc,0.62967,-0.80615,-0.17779,-1.34289,-0.14277,10.34% ,11.62% ,6,1,1,1,6,6,5,3,0,3,0,1,3,3,0,4,0,0,2,
430,25-34,Female,À quitté l'école à 18 ans,UK,Blanc,27,-0.15487,31,0.28783,0.75830,14.64% ,4.62% ,5,0,0,3,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
431,25-34,Male,À quitté l'école avant 16 ans,UK,Blanc,0.22393,-0.94779,36,-0.76096,-0.27607,18.83% ,11.83% ,5,1,0,0,6,1,6,0,0,1,0,0,0,1,0,1,6,0,1,
432,25-34,Female,À quitté l'école à 18 ans,UK,Blanc,0.04257,0.32197,-0.97631,0.94156,-1.01450,13.63% ,11.83% ,5,2,1,0,6,2,5,2,0,2,0,2,0,0,0,2,5,0,0,
433,25-34,Male,Université,UK,Blanc,-0.24649,-0.30033,34,0.28783,0.12331,16.29% ,7.00% ,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
434,45-54,Female,À quitté l'école à 16 ans,UK,Blanc,0.22393,1.93886,-1.11902,1.28610,-0.14277,5.52% ,11.19% ,6,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0,
435,18-24,Female,Université,UK,Blanc,-0.14882,0.96248,35,2.23427,1.63088,18.83% ,11.19% ,5,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
436,25-34,Female,Université,UK,Blanc,0.04257,0.47617,-1.11902,0.59042,1.81175,16.29% ,11.19% ,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
437,55-64,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,-0.67825,-0.30033,1.06238,1.81866,0.75830,14.64% ,7.00% ,1,0,0,0,2,6,5,1,0,0,0,0,0,1,0,0,0,0,0,
438,45-54,Male,À quitté l'école à 16 ans,UK,Blanc,23,0.47617,0.29338,-0.91699,0.41594,11.46% ,13.21% ,6,2,2,2,6,6,4,3,5,2,2,0,0,1,1,0,2,0,0,
439,25-34,Female,Université,USA,Blanc,2.82196,-0.43999,-0.84732,31,26,10.34% ,11.62% ,5,2,0,6,6,2,6,2,2,0,2,0,2,0,2,2,6,0,0,
440,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,1.37297,-0.30033,0.29338,-0.15487,28,13.63% ,11.83% ,4,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,3,0,3,
441,35-44,Female,Université,UK,Blanc,-0.46725,0.47617,-0.58331,0.76096,1.81175,18.83% ,11.19% ,6,0,0,0,6,2,6,2,0,0,0,0,0,0,0,1,2,0,0,
442,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.67825,1.45421,31,-0.01729,0.58489,11.46% ,11.62% ,3,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,
443,25-34,Female,Matrise,UK,Blanc,27,0.00332,0.29338,-0.15487,-0.00665,13.63% ,11.62% ,5,2,0,0,6,6,6,3,0,4,0,2,3,2,0,2,6,0,0,
444,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,0.41667,0.63779,-0.71727,-0.76096,-0.27607,18.83% ,11.83% ,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,5,0,0,
445,45-54,Female,Certificat ou diplome professionel,UK,Blanc,-0.46725,0.80523,0.58331,0.13136,0.75830,1.06% ,8.97% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
446,45-54,Female,Université,UK,Blanc,1.02119,-0.94779,-0.58331,-0.91699,0.41594,18.83% ,4.62% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,
447,25-34,Female,Université,UK,Blanc,0.22393,-1.09207,0.44585,2.75696,-0.65253,16.29% ,13.21% ,6,2,2,2,5,3,5,2,0,2,0,2,3,3,3,2,6,0,0,
448,25-34,Male,Matrise,UK,Blanc,0.04257,-0.15487,-0.84732,-0.76096,-1.13788,7.85% ,11.62% ,6,2,1,0,6,2,6,2,0,2,0,0,2,0,0,2,6,0,0,
449,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,1.13281,1.45421,1.06238,31,-0.89891,7.85% ,11.14% ,5,0,2,3,6,3,5,0,0,2,0,0,3,4,0,3,5,0,0,
450,18-24,Male,Université,UK,Blanc,-0.34799,0.63779,0.44585,-0.30172,0.75830,18.83% ,11.62% ,5,3,3,0,3,3,6,3,0,4,0,4,3,3,3,3,0,0,0,
451,18-24,Female,Université,UK,Blanc,0.73545,-0.15487,-0.84732,0.59042,-1.01450,11.46% ,11.62% ,5,2,2,2,6,5,4,2,2,2,0,2,2,0,0,2,6,0,0,
452,18-24,Female,Matrise,UK,Blanc,25,0.80523,-0.84732,-0.15487,0.75830,13.63% ,11.19% ,5,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0,
453,35-44,Female,Université,UK,Blanc,-0.14882,-0.15487,0.14143,0.13136,0.93949,14.64% ,11.62% ,5,0,0,0,3,2,6,2,0,0,0,0,0,0,0,0,3,0,0,
454,25-34,Male,Université,UK,Blanc,1.23461,27,-0.31776,0.13136,0.41594,14.64% ,11.83% ,5,2,3,0,4,3,5,0,0,2,0,2,2,0,0,2,2,0,0,
455,45-54,Male,Doctorat,UK,Blanc,-0.14882,-0.57545,0.88309,-0.76096,-0.27607,5.52% ,11.19% ,6,6,2,5,6,6,6,3,2,3,5,2,4,4,5,3,4,0,1,
456,18-24,Female,Université,UK,Blanc,0.82562,-0.80615,0.72330,-0.76096,22,10.34% ,11.83% ,6,3,3,0,6,3,5,0,0,2,0,0,4,0,0,0,5,0,0,
457,35-44,Male,Université,UK,Blanc,1.60383,-0.43999,0.29338,28,-0.65253,10.34% ,13.21% ,6,3,1,4,6,4,6,3,1,3,3,2,2,2,1,2,6,0,1,
458,35-44,Female,Matrise,UK,Blanc,-0.46725,-0.57545,0.14143,0.59042,0.75830,14.64% ,3.77% ,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,
459,18-24,Female,Université,UK,Blanc,0.62967,0.00332,0.14143,0.59042,0.12331,18.83% ,11.62% ,6,4,2,0,6,6,6,2,0,4,0,4,4,3,0,3,6,0,0,
460,25-34,Male,Matrise,UK,Blanc,0.91093,1.28610,1.88511,26,-0.40581,11.46% ,11.62% ,4,3,0,0,6,4,6,2,0,3,0,4,3,3,3,3,5,0,0,
461,18-24,Female,Université,UK,Blanc,1.23461,30,1.24033,31,0.25953,10.34% ,11.62% ,6,3,3,4,6,5,6,3,0,2,3,5,3,2,3,2,6,0,0,
462,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,1.49158,30,28,1.81866,-1.25773,11.46% ,7.00% ,5,0,2,0,6,2,4,0,0,3,0,0,2,0,0,2,0,0,0,
463,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.82562,0.47617,1.43533,0.13136,24,7.85% ,11.14% ,3,2,2,1,6,2,6,2,0,2,0,0,2,1,0,1,6,0,1,
464,45-54,Male,À quitté l'école à 18 ans,UK,Blanc,1.02119,-0.94779,-0.58331,1.45039,-1.25773,18.83% ,13.21% ,6,1,2,0,6,1,3,1,0,0,0,0,1,1,0,1,3,0,1,
465,18-24,Female,Université,UK,Blanc,0.31287,-0.80615,1.06238,0.76096,0.93949,13.63% ,11.83% ,5,2,2,3,5,3,5,0,0,2,0,0,2,3,3,3,6,0,0,
466,18-24,Female,Matrise,UK,Blanc,1.37297,-1.09207,-0.01928,-0.45321,-0.40581,7.85% ,11.19% ,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0,
467,18-24,Female,Université,UK,Asiatique ,0.31287,0.63779,1.06238,1.11406,-0.27607,16.29% ,11.19% ,0,2,0,2,6,6,5,0,0,3,0,0,2,0,0,2,6,0,2,
468,45-54,Male,Université,UK,Blanc,0.22393,0.00332,1.24033,-0.01729,1.46191,18.83% ,11.83% ,6,1,1,0,2,1,5,1,0,0,0,0,0,1,0,1,2,0,0,
469,35-44,Male,Université,UK,Blanc,-0.05188,0.16767,-0.71727,-0.30172,0.12331,14.64% ,7.00% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
470,25-34,Male,Université,UK,Blanc,25,1.74091,1.43533,0.76096,-0.00665,10.34% ,11.14% ,5,3,2,0,6,3,5,3,0,3,0,0,2,3,0,2,6,0,0,
471,45-54,Female,À quitté l'école à 16 ans,USA,Blanc,2.82196,28,36,1.61108,26,18.83% ,11.62% ,3,1,1,6,6,1,6,1,1,1,2,0,0,1,6,0,6,0,0,
472,18-24,Female,Université,UK,Blanc,0.13606,0.80523,0.29338,-0.15487,0.75830,16.29% ,8.97% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
473,18-24,Male,Matrise,UK,Mixed-Blanc/Noir,27,2.57309,1.06238,1.11406,2.33337,18.83% ,13.21% ,5,2,2,2,6,6,5,2,0,3,0,0,2,3,0,3,6,0,0,
474,18-24,Female,À quitté l'école avant 16 ans,UK,Blanc,0.31287,0.00332,-0.17779,1.28610,-0.00665,13.63% ,11.83% ,5,2,2,2,6,3,5,2,2,2,2,0,2,2,2,0,6,0,2,
475,35-44,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,1.37297,0.00332,-0.45174,-0.76096,-0.52745,10.34% ,11.83% ,2,0,0,3,6,6,5,2,0,0,0,0,0,0,2,0,6,0,0,
476,55-64,Female,Université,UK,Mixed-Blanc/Asiatique ,-0.24649,0.96248,0.14143,-0.15487,0.41594,14.64% ,3.77% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
477,45-54,Female,Université,USA,Blanc,25,0.96248,-0.45174,0.76096,0.93949,16.29% ,8.97% ,3,1,0,0,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,
478,35-44,Male,Université,UK,Blanc,1.72012,-0.94779,0.58331,31,-0.40581,13.63% ,8.97% ,6,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,6,0,3,
479,35-44,Female,Certificat ou diplome professionel,UK,Blanc,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,7.85% ,11.19% ,6,0,1,6,6,2,5,3,0,0,0,0,0,0,0,0,6,0,0,
480,25-34,Female,Université,UK,Blanc,0.41667,0.80523,-0.31776,0.94156,0.58489,18.83% ,11.62% ,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
481,25-34,Female,Matrise,Australie,Blanc,0.41667,-0.43999,1.43533,1.45039,0.25953,13.63% ,13.21% ,6,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,3,0,0,
482,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,14.64% ,8.97% ,3,3,0,3,6,3,4,3,0,3,3,3,3,3,3,3,6,0,0,
483,35-44,Female,Université,Australie,Blanc,1.02119,0.16767,0.29338,-0.15487,0.58489,13.63% ,13.21% ,6,2,1,6,6,3,5,2,0,2,1,1,0,1,2,1,6,0,0,
484,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.67825,-0.15487,0.29338,0.13136,1.63088,16.29% ,11.83% ,0,1,0,0,6,6,2,1,0,1,1,0,0,1,0,1,3,0,1,
485,25-34,Female,Université,UK,Blanc,1.23461,0.47617,1.43533,0.28783,0.93949,13.63% ,8.97% ,2,0,2,2,5,6,5,0,0,4,0,3,2,0,0,3,3,0,0,
486,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,-0.58016,0.96248,-0.58331,0.76096,-0.27607,14.64% ,7.00% ,4,1,1,0,6,6,6,1,0,1,0,0,0,0,0,0,6,0,0,
487,45-54,Female,À quitté l'école à 16 ans,UK,Blanc,-0.46725,0.32197,35,1.11406,-0.78155,14.64% ,8.97% ,6,0,1,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,
488,25-34,Male,À quitté l'école à 18 ans,Autre,Blanc,1.49158,28,1.06238,-0.76096,31,16.29% ,7.00% ,5,5,0,2,6,5,4,0,0,0,0,0,2,0,0,0,5,0,1,
489,35-44,Female,À quitté l'école à 18 ans,USA,Blanc,1.83990,27,1.24033,-1.07533,0.25953,13.63% ,11.19% ,4,0,0,6,6,6,6,1,1,0,1,0,0,1,0,1,6,0,0,
490,25-34,Male,À quitté l'école à 16 ans,UK,Blanc,0.41667,30,0.14143,0.76096,-0.40581,18.83% ,11.14% ,6,3,2,2,6,6,6,3,0,3,0,0,3,0,0,2,3,0,2,
491,18-24,Male,À quitté l'école avant 16 ans,UK,Blanc,1.98437,30,0.29338,30,29,18.83% ,11.62% ,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,
492,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,26,1.11406,0.88309,-1.34289,31,16.29% ,11.14% ,5,0,0,0,6,6,5,3,0,4,0,3,4,4,0,4,5,0,0,
493,45-54,Female,Certificat ou diplome professionel,UK,Blanc,0.62967,0.80523,0.44585,-0.30172,-0.78155,7.85% ,5.46% ,5,1,1,1,6,6,5,1,1,1,1,0,0,1,1,1,6,0,0,
494,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,27,0.47617,0.44585,0.59042,-0.00665,13.63% ,13.21% ,6,2,2,0,5,6,4,3,0,4,0,2,3,0,0,3,4,0,2,
495,18-24,Male,Certificat ou diplome professionel,UK,Blanc,0.52135,-0.57545,0.88309,-0.01729,0.25953,10.34% ,11.19% ,5,0,4,4,6,6,5,0,0,0,0,0,3,0,0,0,6,0,0,
496,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.73545,28,0.88309,-1.21213,29,14.64% ,11.19% ,6,0,0,0,6,3,5,0,0,5,0,3,3,4,0,4,6,0,0,
497,18-24,Male,Certificat ou diplome professionel,Autre,Autre ,25,-0.43999,0.44585,0.59042,0.12331,14.64% ,11.83% ,4,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,
498,55-64,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,28,0.16767,0.58331,0.59042,0.93949,14.64% ,11.19% ,3,1,0,1,6,2,6,1,0,0,0,0,3,1,4,0,6,0,0,
499,25-34,Male,Matrise,UK,Blanc,0.04257,1.28610,2.90161,-0.60633,-0.00665,16.29% ,11.62% ,6,2,2,2,6,2,6,2,0,2,0,0,0,2,0,2,6,0,0,
500,25-34,Male,À quitté l'école à 16 ans,Autre,Blanc,-0.05188,-0.57545,0.88309,0.43852,-0.78155,18.83% ,11.62% ,4,1,1,0,6,6,5,1,0,1,0,0,0,1,0,1,6,0,1,
501,55-64,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,1.37297,-0.69509,1.43533,-0.15487,27,10.34% ,11.14% ,5,1,1,3,6,6,6,2,2,2,1,0,2,1,1,1,2,0,0,
502,35-44,Female,Certificat ou diplome professionel,Republique d'Ireland,Blanc,0.04257,0.47617,-0.84732,-0.76096,1.13407,11.46% ,11.19% ,3,0,1,2,6,6,6,4,0,4,0,0,3,0,0,0,6,0,1,
503,25-34,Female,Certificat ou diplome professionel,UK,Blanc,-0.58016,-0.15487,36,-0.01729,-0.40581,10.34% ,3.77% ,3,1,0,0,6,2,5,0,0,1,0,0,0,0,2,0,6,0,1,
504,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,22,0.63779,-0.31776,-0.60633,-0.27607,11.46% ,11.19% ,5,0,0,0,6,6,6,0,0,0,0,0,0,4,0,3,5,0,0,
505,55-64,Female,Certificat ou diplome professionel,Canada,Blanc,0.04257,-0.30033,-0.31776,-0.76096,0.58489,7.85% ,11.19% ,1,0,1,4,5,5,4,1,1,0,0,0,6,1,4,1,1,0,1,
506,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,-0.05188,0.00332,-0.31776,-0.01729,0.41594,14.64% ,7.00% ,1,0,0,0,6,6,5,0,0,0,0,0,0,0,0,1,6,0,0,
507,45-54,Male,Certificat ou diplome professionel,Autre,Blanc,0.41667,0.47617,0.29338,-1.07533,-1.13788,10.34% ,11.62% ,3,1,0,3,6,2,6,2,0,1,0,0,0,1,0,1,6,0,0,
508,35-44,Male,Université,UK,Blanc,-0.46725,0.63779,0.88309,-0.76096,0.58489,13.63% ,11.62% ,4,2,3,1,6,2,5,1,0,0,0,0,2,0,0,3,2,0,1,
509,25-34,Male,Université,UK,Blanc,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,13.63% ,11.19% ,3,2,3,0,5,6,6,3,0,2,0,2,0,0,0,2,6,0,0,
510,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,1.49158,-1.09207,-1.11902,31,-0.78155,16.29% ,11.62% ,5,2,2,3,5,2,6,1,0,0,0,0,0,1,0,0,2,0,0,
511,35-44,Female,Matrise,Autre,Blanc,26,1.11406,-0.31776,0.28783,0.12331,14.64% ,11.19% ,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,
512,35-44,Male,Université,UK,Blanc,0.04257,0.96248,-0.58331,-0.30172,-0.40581,11.46% ,11.83% ,5,2,2,0,6,5,5,2,1,2,0,1,0,1,0,1,5,0,0,
513,45-54,Female,Matrise,UK,Blanc,0.41667,0.47617,-0.17779,-0.15487,0.25953,18.83% ,7.00% ,5,1,1,1,6,5,6,1,1,0,1,0,0,1,1,0,5,0,0,
514,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.41667,0.47617,0.58331,0.13136,-1.01450,5.52% ,13.21% ,6,3,0,0,6,6,6,3,0,3,0,0,3,0,5,0,6,0,0,
515,55-64,Male,À quitté l'école à 16 ans,USA,Blanc,-0.14882,-0.30033,-0.17779,0.76096,0.41594,18.83% ,11.83% ,3,2,1,1,6,5,6,4,3,3,1,0,0,1,2,1,6,0,1,
516,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,0.91093,-0.30033,35,-0.45321,-0.27607,18.83% ,11.83% ,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
517,18-24,Female,À quitté l'école à 17 ans,USA,Blanc,23,1.93886,0.44585,0.13136,0.25953,10.34% ,5.46% ,5,3,0,5,6,6,5,0,0,3,0,0,4,0,4,3,6,0,2,
518,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,-0.14882,0.16767,-0.71727,32,0.25953,18.83% ,11.19% ,6,2,2,2,6,2,6,2,2,1,2,1,0,0,2,2,6,0,1,
519,25-34,Female,Matrise,UK,Blanc,0.31287,-0.15487,0.29338,-0.45321,0.93949,16.29% ,11.83% ,2,0,2,3,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,
520,25-34,Male,Certificat ou diplome professionel,Autre,Blanc,0.52135,-0.57545,0.14143,-0.15487,-0.78155,11.46% ,11.14% ,2,3,2,6,6,6,6,3,0,3,3,0,0,2,2,0,6,0,1,
521,25-34,Male,Matrise,UK,Blanc,-0.14882,0.32197,37,1.11406,1.81175,11.46% ,11.14% ,5,2,2,4,5,3,5,2,2,3,2,2,0,0,0,0,5,0,2,
522,35-44,Female,Université,UK,Blanc,0.22393,-0.30033,-0.97631,-0.76096,0.93949,14.64% ,3.77% ,5,0,2,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,0,
523,45-54,Female,À quitté l'école à 16 ans,Australie,Blanc,0.62967,-0.30033,-0.84732,-0.45321,0.12331,16.29% ,7.00% ,3,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,6,0,0,
524,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,0.04257,0.32197,-0.01928,-1.34289,-0.14277,11.46% ,11.62% ,5,0,0,0,6,6,5,0,0,3,0,0,0,3,0,3,6,0,0,
525,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,13.63% ,11.62% ,5,0,0,0,6,6,6,0,0,0,0,0,4,0,0,0,6,0,0,
526,35-44,Female,À quitté l'école avant 16 ans,UK,Blanc,0.13606,-0.80615,33,0.13136,0.41594,14.64% ,3.77% ,2,2,2,2,6,2,5,2,2,2,2,0,0,1,2,0,3,0,1,
527,45-54,Female,Université,Australie,Blanc,-0.67825,0.63779,1.06238,2.03972,2.63199,13.63% ,11.62% ,5,1,1,6,0,6,3,1,1,1,0,0,0,3,6,1,0,0,1,
528,55-64,Male,À quitté l'école à 18 ans,UK,Blanc,20,0.47617,-1.11902,-0.01729,0.41594,16.29% ,11.19% ,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,
529,18-24,Male,Certificat ou diplome professionel,UK,Blanc,0.91093,30,-0.31776,30,31,10.34% ,11.62% ,4,0,2,0,4,5,5,4,0,3,0,0,2,0,3,0,4,0,0,
530,35-44,Male,Doctorat,UK,Blanc,0.62967,-0.15487,-0.17779,0.59042,29,11.46% ,11.83% ,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,
531,25-34,Female,Certificat ou diplome professionel,UK,Blanc,0.73545,1.11406,-0.01928,-0.01729,-0.00665,18.83% ,11.14% ,5,2,2,1,6,3,6,5,0,2,0,1,0,1,0,2,5,0,1,
532,55-64,Male,Université,UK,Blanc,0.91093,0.00332,0.58331,30,0.58489,18.83% ,7.00% ,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,
533,45-54,Male,Université,UK,Blanc,1.02119,29,-0.71727,0.28783,-0.89891,18.83% ,11.19% ,5,2,1,2,6,6,5,3,3,2,1,0,0,2,2,2,6,0,1,
534,18-24,Female,Université,UK,Blanc,-0.24649,0.16767,-0.71727,1.61108,1.13407,13.63% ,7.00% ,4,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,
535,25-34,Male,Matrise,UK,Blanc,-0.34799,-0.15487,-0.71727,32,-0.65253,11.46% ,11.62% ,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
536,35-44,Female,Matrise,UK,Blanc,20,2.32338,-0.45174,1.45039,1.46191,13.63% ,7.00% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,
